0,2017 SUBARU,CROSSTREK,2.0i Premium Sport Utility 4D,"4-Cyl, PZEV, 2.0 Liter",26 City / 33 Hwy,Blue,Ivory,"Auto, CVT W/Lineartronic",4 Door SUV,1,"$20,990","27,171 miles"
1,2020 NISSAN,VERSA,SV Sedan 4D,"4-Cyl, 1.6 Liter",32 City / 40 Hwy,Blue,Graphite,"Automatic, CVT W/Xtronic",4 Door Sedan,1,"$15,990","12,965 miles"
2,2014 INFINITI,Q50,3.7 Sedan 4D,"V6, 3.7 Liter",20 City / 29 Hwy,Silver,Black,"Auto, 7-Spd W/Manual Mode",4 Door Sedan,1,"$16,990","84,538 miles"
3,2020 NISSAN,VERSA,SV Sedan 4D,"4-Cyl, 1.6 Liter",32 City / 40 Hwy,Gray,Graphite,"Automatic, CVT W/Xtronic",4 Door Sedan,2,"$15,990","9,689 miles"
4,2020 KIA,OPTIMA,LX Sedan 4D,"4-Cyl, 2.4 Liter",24 City / 32 Hwy,White,Black,"Automatic, 6-Spd W/H-Matic",4 Door Sedan,1,"$17,990","8,265 miles"
5,2013 AUDI,Q5,2.0T Premium Plus Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",20 City / 28 Hwy,Silver,Black,"Auto, 8-Spd Tiptronic Spt",4 Door SUV,2,"$17,590","84,739 miles"
6,2018 BUICK,ENVISION,Essence Sport Utility 4D,"4-Cyl, 2.5 Liter",22 City / 29 Hwy,Purple,Ebony,"Auto, 6-Spd W/DSC",4 Door SUV,2,"$21,990","35,628 miles"
7,2018 CHRYSLER,PACIFICA,Touring L Plus Minivan 4D,"V6, 3.6 Liter",18 City / 28 Hwy,Black,Black / Alloy Interior Colors,"Automatic, 9-Spd",4 Door Minivan,1,"$26,990","31,580 miles"
8,2018 CHRYSLER,PACIFICA,Touring L Plus Minivan 4D,"V6, 3.6 Liter",18 City / 28 Hwy,Burgundy,Cognac / Alloy / Toffee Interior Colors,"Automatic, 9-Spd",4 Door Minivan,1,"$25,990","41,449 miles"
9,2019 NISSAN,ROGUE SPORT,SV Sport Utility 4D ,"4-Cyl, 2.0 Liter",24 City / 30 Hwy,Blue,Black,"Automatic, CVT W/Xtronic",4 Door SUV,1,"$16,990"," 29,713 miles"
10,2018 FORD,ECOSPORT,S Sport Utility 4D,"4-Cyl, 2.0 Liter",23 City / 29 Hwy,Silver,Medium Stone Cloth Seats,"Auto, 6-Spd SelectShift",4 Door SUV,1,"$16,990","12,868 miles"
11,2019 NISSAN,VERSA,SV Sedan 4D,"4-Cyl, 1.6 Liter",31 City / 39 Hwy,Silver,Charcoal,"Automatic, CVT W/Xtronic",4 Door Sedan,2,"$12,990","37,710 miles"
12,2019 NISSAN,ROGUE SPORT,S Sport Utility 4D,"4-Cyl, 2.0 Liter",25 City / 32 Hwy,Blue,Black,"Automatic, CVT W/Xtronic",4 Door SUV,1,"$15,990","31,319 miles"
13,2019 FORD,ECOSPORT,Titanium Sport Utility 4D,"3-Cyl, EcoBoost, Turbo, 1.0 Liter",27 City / 29 Hwy,Gray,Med Lt Stone Lthr-Trim Seat,"Automatic, 6-Spd W/SelectShift",4 Door SUV,1,"$15,990","39,603 miles"
14,2019 CHRYSLER,PACIFICA,Touring L Minivan 4D,"V6, 3.6 Liter",18 City / 28 Hwy,Black,Black / Alloy Interior Colors,"Automatic, 9-Spd",4 Door Minivan,1,"$23,990","28,297 miles"
15,2019 DODGE,GRAND CARAVAN PASSENGER,SE Minivan 4D,"V6, Flex Fuel, 3.6 Liter",17 City / 25 Hwy,White,Black Light Graystone Interior Colors,"Automatic, 6-Spd",4 Door Minivan,1,"$21,590","9,271 miles"
16,2018 RAM,1500 CREW CAB,Big Horn Pickup 4D 5 1/2 ft,"V6, Flex Fuel, 3.6 Liter",16 City / 23 Hwy,Black,Black / Diesel Gray Interior Colors,"Automatic, 8-Spd",4 Door Truck,1,"$28,990","47,760 miles"
17,2020 HYUNDAI,ELANTRA,SEL Sedan 4D,"4-Cyl, 2.0 Liter",30 City / 40 Hwy,Blue,Gray,"Automatic, IVT",4 Door Sedan,1,"$15,990","17,660 miles"
18,2016 HYUNDAI,ACCENT,SE Sedan 4D,"4-Cyl, 1.6 Liter",26 City / 37 Hwy,Blue,Gray/Gray,"Auto, 6-Spd W/Overdrive",4 Door Sedan,1,"$10,990","72,695 miles"
19,2017 FIAT,500,Lounge Hatchback 2D,"4-Cyl, MultiAir, 1.4L",27 City / 33 Hwy,Green,Ivory (Avorio) Interior Ambient,"Auto, 6-Spd AutoStick",2 Door Hatchback,1,"$12,990","73,636 miles"
20,2016 TOYOTA,COROLLA,L Sedan 4D,"4-Cyl, 1.8 Liter",27 City / 36 Hwy,Gray,Gray,"Automatic, 4-Spd",4 Door Sedan,1,"$13,990","53,801 miles"
21,2017 HONDA,HR-V,EX-L w/Navigation Sport Utility 4D,"4-Cyl, I-VTEC, 1.8 Liter",27 City / 31 Hwy,Black,Black,"Auto, CVT W/Sport Mode",4 Door SUV,2,"$19,990","40,017 miles"
22,2018 HONDA,HR-V,EX Sport Utility 4D,"4-Cyl, I-VTEC, 1.8 Liter",27 City / 31 Hwy,Silver,Gray,"Auto, CVT W/Sport Mode",4 Door SUV,1,"$19,990","23,194 miles"
23,2017 INFINITI,QX60,3.5 Sport Utility 4D,"V6, 3.5 Liter",19 City / 26 Hwy,White,Wheat,"Automatic, CVT W/Manual Mode",4 Door SUV,1,"$27,990","29,769 miles"
24,2017 CHEVROLET,SILVERADO 1500 DOUBLE CAB,LT Pickup 4D 6 1/2 ft,"V8, EcoTec3, FF, 5.3L",16 City / 22 Hwy,Blue,Jet Black,"Auto, 6-Spd HD Overdrive",4 Door Truck,1,"$29,990","26,697 miles"
25,2017 NISSAN,ALTIMA,2.5 SV Sedan 4D,"4-Cyl, 2.5 Liter",27 City / 39 Hwy,Black,Charcoal,"Automatic, Xtronic CVT",4 Door Sedan,1,"$15,590","46,015 miles"
26,2016 SUBARU,LEGACY,2.5i Limited Sedan 4D,"4-Cyl, 2.5 Liter",26 City / 36 Hwy,Gray,Black,"Auto, CVT W/Manual Mode",4 Door Sedan,1,"$16,990","69,278 miles"
27,2017 FORD,EXPEDITION EL,XLT Sport Utility 4D,"V6, EcoBoost, TT, 3.5L",15 City / 20 Hwy,White,Ebony Cloth Blacket Seats,"Auto, 6-Spd SelectShift",4 Door SUV,1,"$26,990","70,882 miles"
28,2018 FORD,EDGE,SE Sport Utility 4D,"4-Cyl, EcoBoost, 2.0L",21 City / 29 Hwy,Silver,Black,"Auto, 6-Spd SelShft",4 Door SUV,1,"$16,990","65,275 miles"
29,2010 LEXUS,IS,IS 250 Sport Sedan 4D,"V6, 2.5 Liter",20 City / 26 Hwy,Blue,Off White,"Automatic, 6-Spd W/Overdrive",4 Door Sedan,1,"$15,990","74,423 miles"
30,2020 BUICK,ENCLAVE,Essence Sport Utility 4D,"V6, 3.6 Liter",18 City / 26 Hwy,White,Shale With Ebony Interior Accents,"Automatic, 9-Spd",4 Door SUV,1,"$32,590","19,533 miles"
31,2019 MITSUBISHI,OUTLANDER SPORT,ES Sport Utility 4D,"4-Cyl, 2.0 Liter",24 City / 30 Hwy,Gray,Black,"Automatic, CVT W/Sportronic",4 Door SUV,2,"$16,590","22,607 miles"
32,2018 CADILLAC,ATS,Coupe 2D,"4-Cyl, Turbo, 2.0 Liter",22 City / 30 Hwy,White,Jet Black With Jet Black Accents,"Automatic, 8-Spd",2 Door Coupe,1,"$27,990","32,441 miles"
33,2017 BMW,4 SERIES,430i Coupe 2D,"4-Cyl, SULEV, 2.0T",23 City / 34 Hwy,White,Brown,"Auto, 8-Spd Sport",2 Door Coupe,2,"$25,990","41,592 miles"
34,2018 GMC,ACADIA,SLE-1 Sport Utility 4D,"4-Cyl, 2.5 Liter",21 City / 26 Hwy,Silver,Jet Black,"Automatic, 6-Spd",4 Door SUV,1,"$20,590","52,550 miles"
35,2017 CHRYSLER,PACIFICA,Touring-L Minivan 4D,"V6, 3.6 Liter",18 City / 28 Hwy,Burgundy,Dk. Gray,"Automatic, 9-Spd",4 Door Minivan,1,"$21,990","28,520 miles"
36,2017 LINCOLN,MKZ,Select Hybrid Sedan 4D,"4-Cyl, Hybrid, 2.0 Liter",41 City / 38 Hwy,Silver,Ebony Leather,"Automatic, CVT",4 Door Sedan,1,"$20,990","49,495 miles"
