,0
2139,1594598
2140,1594568
2141,1594545
2142,1594528
2143,1594522
2144,1594491
2145,1594487
2146,1594465
2147,1594421
2148,1594378
2149,1594321
2150,1594180
2151,1594129
2152,1594124
2153,1594041
2154,1593951
2155,1593734
2156,1593696
2157,1593621
2158,1593611
2159,1593595
2160,1593541
2161,1593497
2162,1593476
2163,1593442
2164,1593417
2165,1593383
2166,1593306
2167,1593281
2168,1593195
2169,1593170
2170,1593167
2171,1593155
2172,1593152
2173,1593031
2174,1593025
2175,1593008
2176,1592972
2177,1592960
2178,1592959
2179,1592950
2180,1592948
2181,1592862
2182,1592833
2183,1592761
2184,1592711
2185,1592686
2186,1592679
2187,1592670
2188,1592656
2189,1592640
2190,1592634
2191,1592613
2192,1592599
2193,1592581
2194,1592573
2195,1592572
2196,1592471
2197,1592469
2198,1592463
2199,1592377
2200,1592363
2201,1592291
2202,1592281
2203,1592251
2204,1592187
2205,1592098
2206,1592051
2207,1592030
2208,1591985
2209,1591978
2210,1591970
2211,1591939
2212,1591864
2213,1591846
2214,1591833
2215,1591817
2216,1591789
2217,1591786
2218,1591751
2219,1591721
2220,1591711
2221,1591709
2222,1591705
2223,1591696
2224,1591690
2225,1591683
2226,1591667
2227,1591618
2228,1591603
2229,1591525
2230,1591514
2231,1591451
2232,1591423
2233,1591417
2234,1591407
2235,1591401
2236,1591394
2237,1591388
2238,1591324
2239,1591295
2240,1591287
2241,1591226
2242,1591212
2243,1591199
2244,1591195
2245,1591192
2246,1591115
2247,1591036
2248,1590759
2249,1590726
2250,1590591
2251,1590580
2252,1590570
2253,1590546
2254,1590544
2255,1590535
2256,1590511
2257,1590248
2258,1590242
2259,1590233
2260,1590183
2261,1590177
2262,1590147
2263,1590145
2264,1590107
2265,1590082
2266,1590064
2267,1590062
2268,1589992
2269,1589959
2270,1589901
2271,1589874
2272,1589871
2273,1589848
2274,1589839
2275,1589808
2276,1589800
2277,1589787
2278,1589785
2279,1589784
2280,1589751
2281,1589745
2282,1589731
2283,1589728
2284,1589722
2285,1589694
2286,1589688
2287,1589661
2288,1589655
2289,1589645
2290,1589635
2291,1589590
2292,1589589
2293,1589555
2294,1589541
2295,1589539
2296,1589533
2297,1589531
2298,1589512
2299,1589507
2300,1589506
2301,1589482
2302,1589459
2303,1589454
2304,1589436
2305,1589409
2306,1589333
2307,1589259
2308,1589234
2309,1589210
2310,1589196
2311,1589175
2312,1589165
2313,1589147
2314,1589120
2315,1589076
2316,1589072
2317,1589064
2318,1589046
2319,1589028
2320,1588938
2321,1588916
2322,1588900
2323,1588860
2324,1588815
2325,1588744
2326,1588741
2327,1588621
2328,1588583
2329,1588570
2330,1588567
2331,1588565
2332,1588542
2333,1588524
2334,1588497
2335,1588492
2336,1588479
2337,1588454
2338,1588441
2339,1588422
2340,1588399
2341,1588397
2342,1588352
2343,1588339
2344,1588301
2345,1588279
2346,1588250
2347,1588224
2348,1588217
2349,1588202
2350,1588187
2351,1588162
2352,1588157
2353,1588138
2354,1588122
2355,1588118
2356,1588092
2357,1588086
2358,1588078
2359,1587989
2360,1587981
2361,1587952
2362,1587938
2363,1587928
2364,1587926
2365,1587855
2366,1587836
2367,1587802
2368,1587667
2369,1587645
2370,1587644
2371,1587631
2372,1587626
2373,1587624
2374,1587579
2375,1587576
2376,1587564
2377,1587537
2378,1587526
2379,1587508
2380,1587493
2381,1587475
2382,1587453
2383,1587426
2384,1587376
2385,1587350
2386,1587313
2387,1587263
2388,1587235
2389,1587227
2390,1587198
2391,1587185
2392,1587180
2393,1587162
2394,1587123
2395,1587091
2396,1587084
2397,1587030
2398,1586980
2399,1586954
2400,1586912
2401,1586910
2402,1586907
2403,1586870
2404,1586822
2405,1586810
2406,1586787
2407,1586780
2408,1586759
2409,1586745
2410,1586742
2411,1586738
2412,1586735
2413,1586690
2414,1586639
2415,1586637
2416,1586578
2417,1586548
2418,1586535
2419,1586522
2420,1586514
2421,1586469
2422,1586462
2423,1586390
2424,1586388
2425,1586379
2426,1586367
2427,1586350
2428,1586229
2429,1586211
2430,1586197
2431,1586142
2432,1586140
2433,1586105
2434,1586079
2435,1586053
2436,1585976
2437,1585874
2438,1585862
2439,1585857
2440,1585836
2441,1585824
2442,1585823
2443,1585821
2444,1585802
2445,1585799
2446,1585751
2447,1585680
2448,1585583
2449,1585542
2450,1585478
2451,1585397
2452,1585393
2453,1585370
2454,1585368
2455,1585315
2456,1585311
2457,1585300
2458,1585259
2459,1585257
2460,1585145
2461,1585128
2462,1585097
2463,1585045
2464,1585031
2465,1584977
2466,1584952
2467,1584935
2468,1584907
2469,1584905
2470,1584835
2471,1584834
2472,1584830
2473,1584816
2474,1584799
2475,1584785
2476,1584778
2477,1584768
2478,1584767
2479,1584707
2480,1584624
2481,1584621
2482,1584414
2483,1584380
2484,1584292
2485,1584275
2486,1584220
2487,1584124
2488,1584078
2489,1584023
2490,1583977
2491,1583960
2492,1583945
2493,1583928
2494,1583898
2495,1583884
2496,1583819
2497,1583777
2498,1583747
2499,1583723
2500,1583678
2501,1583586
2502,1583571
2503,1583570
2504,1583545
2505,1583544
2506,1583508
2507,1583493
2508,1583477
2509,1583469
2510,1583451
2511,1583425
2512,1583424
2513,1583423
2514,1583413
2515,1583405
2516,1583385
2517,1583305
2518,1583192
2519,1583186
2520,1583164
2521,1583151
2522,1583129
2523,1583123
2524,1583113
2525,1583102
2526,1583014
2527,1582998
2528,1582993
2529,1582887
2530,1582876
2531,1582826
2532,1582813
2533,1582791
2534,1582634
2535,1582619
2536,1582580
2537,1582456
2538,1582434
2539,1582432
2540,1582405
2541,1582380
2542,1582362
2543,1582341
2544,1582339
2545,1582336
2546,1582323
2547,1582240
2548,1582231
2549,1582193
2550,1582137
2551,1582086
2552,1582070
2553,1581895
2554,1581890
2555,1581882
2556,1581871
2557,1581835
2558,1581829
2559,1581813
2560,1581802
2561,1581796
2562,1581769
2563,1581750
2564,1581711
2565,1581692
2566,1581686
2567,1581682
2568,1581669
2569,1581660
2570,1581625
2571,1581621
2572,1581620
2573,1581616
2574,1581605
2575,1581584
2576,1581583
2577,1581564
2578,1581522
2579,1581520
2580,1581514
2581,1581508
2582,1581500
2583,1581469
2584,1581446
2585,1581347
2586,1581344
2587,1581335
2588,1581322
2589,1581316
2590,1581309
2591,1581279
2592,1581269
2593,1581260
2594,1581252
2595,1581249
2596,1581233
2597,1581219
2598,1581193
2599,1581109
2600,1580993
2601,1580966
2602,1580962
2603,1580948
2604,1580941
2605,1580929
2606,1580877
2607,1580871
2608,1580818
2609,1580803
2610,1580752
2611,1580738
2612,1580705
2613,1580692
2614,1580665
2615,1580663
2616,1580658
2617,1580643
2618,1580640
2619,1580626
2620,1580621
2621,1580613
2622,1580549
2623,1580520
2624,1580480
2625,1580396
2626,1580378
2627,1580359
2628,1580258
2629,1580225
2630,1580193
2631,1580182
2632,1580131
2633,1580081
2634,1580035
2635,1579959
2636,1579950
2637,1579918
2638,1579900
2639,1579894
2640,1579893
2641,1579867
2642,1579770
2643,1579761
2644,1579747
2645,1579721
2646,1579717
2647,1579705
2648,1579695
2649,1579674
2650,1579668
2651,1579576
2652,1579504
2653,1579415
2654,1579386
2655,1579341
2656,1579332
2657,1579326
2658,1579315
2659,1579314
2660,1579288
2661,1579258
2662,1579223
2663,1579207
2664,1579206
2665,1579198
2666,1579196
2667,1579182
2668,1579171
2669,1579083
2670,1579019
2671,1578956
2672,1578947
2673,1578940
2674,1578919
2675,1578912
2676,1578905
2677,1578822
2678,1578774
2679,1578752
2680,1578723
2681,1578712
2682,1578711
2683,1578639
2684,1578497
2685,1578488
2686,1578485
2687,1578474
2688,1578375
2689,1578355
2690,1578341
2691,1578331
2692,1578283
2693,1578279
2694,1578230
2695,1578110
2696,1578106
2697,1578102
2698,1578099
2699,1578069
2700,1578064
2701,1578001
2702,1577937
2703,1577887
2704,1577774
2705,1577759
2706,1577687
2707,1577628
2708,1577610
2709,1577586
2710,1577581
2711,1577565
2712,1577531
2713,1577347
2714,1577341
2715,1577232
2716,1577215
2717,1577191
2718,1577173
2719,1577151
2720,1577104
2721,1577103
2722,1577093
2723,1577085
2724,1577022
2725,1577004
2726,1576983
2727,1576976
2728,1576952
2729,1576894
2730,1576847
2731,1576830
2732,1576814
2733,1576809
2734,1576808
2735,1576723
2736,1576718
2737,1576671
2738,1576667
2739,1576645
2740,1576596
2741,1576553
2742,1576549
2743,1576505
2744,1576485
2745,1576443
2746,1576431
2747,1576416
2748,1576399
2749,1576391
2750,1576383
2751,1576348
2752,1576336
2753,1576260
2754,1576234
2755,1576085
2756,1576043
2757,1576028
2758,1575995
2759,1575990
2760,1575979
2761,1575961
2762,1575873
2763,1575858
2764,1575799
2765,1575796
2766,1575780
2767,1575774
2768,1575731
2769,1575714
2770,1575658
2771,1575540
2772,1575466
2773,1575393
2774,1575392
2775,1575385
2776,1575369
2777,1575252
2778,1575064
2779,1575027
2780,1574975
2781,1574903
2782,1574902
2783,1574882
2784,1574798
2785,1574721
2786,1574689
2787,1574613
2788,1574567
2789,1574565
2790,1574487
2791,1574469
2792,1574408
2793,1574353
2794,1574315
2795,1574275
2796,1574261
2797,1574210
2798,1574177
2799,1574072
2800,1574034
2801,1574009
2802,1573975
2803,1573967
2804,1573920
2805,1573903
2806,1573857
2807,1573855
2808,1573853
2809,1573852
2810,1573734
2811,1573722
2812,1573709
2813,1573694
2814,1573681
2815,1573668
2816,1573541
2817,1573534
2818,1573496
2819,1573470
2820,1573426
2821,1573413
2822,1573376
2823,1573355
2824,1573307
2825,1573300
2826,1573290
2827,1573250
2828,1573219
2829,1573192
2830,1573172
2831,1573074
2832,1572955
2833,1572935
2834,1572850
2835,1572800
2836,1572786
2837,1572738
2838,1572701
2839,1572662
2840,1572652
2841,1572633
2842,1572617
2843,1574278
2844,1574241
2845,1574233
2846,1574180
2847,1574174
2848,1574172
2849,1574137
2850,1574104
2851,1574022
2852,1574010
2853,1574005
2854,1573917
2855,1573897
2856,1573882
2857,1573656
2858,1573648
2859,1573616
2860,1573459
2861,1573418
2862,1573400
2863,1573344
2864,1573279
2865,1573236
2866,1573230
2867,1573194
2868,1573145
2869,1573125
2870,1573122
2871,1573116
2872,1573057
2873,1573040
2874,1573023
2875,1573011
2876,1572985
2877,1572967
2878,1572917
2879,1572898
2880,1572870
2881,1572843
2882,1572814
2883,1572813
2884,1572806
2885,1572781
2886,1572689
2887,1572677
2888,1572672
2889,1572643
2890,1572621
2891,1572600
2892,1572590
2893,1572570
2894,1572538
2895,1572524
2896,1572496
2897,1572453
2898,1572448
2899,1572425
2900,1572422
2901,1572409
2902,1572332
2903,1572306
2904,1572286
2905,1572278
2906,1572258
2907,1572246
2908,1572196
2909,1572191
2910,1572185
2911,1572181
2912,1572179
2913,1572171
2914,1572150
2915,1572096
2916,1572044
2917,1572019
2918,1572009
2919,1572002
2920,1571982
2921,1571918
2922,1571914
2923,1571858
2924,1571844
2925,1571836
2926,1571823
2927,1571820
2928,1571799
2929,1571773
2930,1571749
2931,1571739
2932,1571701
2933,1571700
2934,1571668
2935,1571643
2936,1571614
2937,1571602
2938,1571597
2939,1571573
2940,1571539
2941,1571497
2942,1571489
2943,1571467
2944,1571397
2945,1571379
2946,1571375
2947,1571348
2948,1571341
2949,1571312
2950,1571308
2951,1571290
2952,1571274
2953,1571152
2954,1571144
2955,1571090
2956,1571084
2957,1571055
2958,1571054
2959,1571002
2960,1571000
2961,1570983
2962,1570963
2963,1570947
2964,1570942
2965,1570930
2966,1570855
2967,1570839
2968,1570807
2969,1570745
2970,1570697
2971,1570668
2972,1570653
2973,1570634
2974,1570599
2975,1570575
2976,1570560
2977,1570465
2978,1570364
2979,1570280
2980,1570243
2981,1570181
2982,1570114
2983,1570008
2984,1570001
2985,1570000
2986,1569993
2987,1569991
2988,1569988
2989,1569981
2990,1569928
2991,1569905
2992,1569888
2993,1569846
2994,1569841
2995,1569787
2996,1569776
2997,1569766
2998,1569764
2999,1569757
3000,1569754
3001,1569751
3002,1558181
3003,1557957
3004,1557619
3005,1557537
3006,1557496
3007,1557435
3008,1557391
3009,1557368
3010,1557336
3011,1557275
3012,1557273
3013,1557170
3014,1557151
3015,1557056
3016,1557052
3017,1556907
3018,1556883
3019,1556791
3020,1556774
3021,1556773
3022,1556601
3023,1569291
3024,1569246
3025,1569216
3026,1569172
3027,1569166
3028,1569153
3029,1569111
3030,1569040
3031,1569024
3032,1568930
3033,1568870
3034,1568866
3035,1568858
3036,1568820
3037,1568791
3038,1568783
3039,1568775
3040,1568771
3041,1568765
3042,1568712
3043,1568703
3044,1568581
3045,1568566
3046,1568550
3047,1568486
3048,1568461
3049,1568404
3050,1568383
3051,1568371
3052,1568362
3053,1568358
3054,1568350
3055,1568349
3056,1568184
3057,1568146
3058,1568144
3059,1568041
3060,1568038
3061,1567996
3062,1567919
3063,1567696
3064,1567687
3065,1567645
3066,1567644
3067,1567606
3068,1567530
3069,1567517
3070,1567501
3071,1567496
3072,1567480
3073,1567472
3074,1567470
3075,1567462
3076,1567459
3077,1567391
3078,1567366
3079,1567355
3080,1567332
3081,1567294
3082,1567276
3083,1567235
3084,1567234
3085,1567167
3086,1567151
3087,1567048
3088,1567034
3089,1567028
3090,1566988
3091,1566957
3092,1566949
3093,1566889
3094,1566849
3095,1566806
3096,1566774
3097,1566773
3098,1566692
3099,1566647
3100,1566632
3101,1566601
3102,1566561
3103,1566526
3104,1566513
3105,1566508
3106,1566504
3107,1566460
3108,1566411
3109,1566401
3110,1566394
3111,1566391
3112,1566350
3113,1566295
3114,1566273
3115,1566249
3116,1566237
3117,1566228
3118,1566196
3119,1566159
3120,1566121
3121,1566114
3122,1566100
3123,1566094
3124,1566076
3125,1566072
3126,1565993
3127,1565987
3128,1565943
3129,1565938
3130,1565916
3131,1565892
3132,1565884
3133,1565881
3134,1565864
3135,1565852
3136,1565840
3137,1565837
3138,1565815
3139,1565809
3140,1565801
3141,1565770
3142,1565768
3143,1565732
3144,1565708
3145,1565690
3146,1565684
3147,1565678
3148,1565614
3149,1565551
3150,1565528
3151,1565520
3152,1565472
3153,1565441
3154,1565438
3155,1565427
3156,1565412
3157,1565312
3158,1565311
3159,1565303
3160,1565245
3161,1565226
3162,1565175
3163,1565164
3164,1565154
3165,1565123
3166,1565105
3167,1565100
3168,1565070
3169,1565043
3170,1565011
3171,1565000
3172,1564976
3173,1564951
3174,1564901
3175,1564870
3176,1564860
3177,1564833
3178,1564825
3179,1564819
3180,1564774
3181,1564766
3182,1564757
3183,1564744
3184,1564706
3185,1564688
3186,1564637
3187,1564587
3188,1564582
3189,1564566
3190,1564547
3191,1564515
3192,1564469
3193,1564450
3194,1564394
3195,1564393
3196,1564378
3197,1564368
3198,1564340
3199,1564329
3200,1564273
3201,1564248
3202,1564175
3203,1564161
3204,1564070
3205,1564058
3206,1564050
3207,1563958
3208,1563877
3209,1563776
3210,1563734
3211,1563697
3212,1563682
3213,1563486
3214,1563355
3215,1563340
3216,1563327
3217,1563317
3218,1563209
3219,1563208
3220,1563196
3221,1563181
3222,1563180
3223,1563168
3224,1563161
3225,1563080
3226,1563060
3227,1563015
3228,1562999
3229,1562967
3230,1562944
3231,1562924
3232,1562918
3233,1562884
3234,1562872
3235,1562852
3236,1562839
3237,1562791
3238,1562784
3239,1562755
3240,1562734
3241,1562720
3242,1562663
3243,1562652
3244,1562626
3245,1562614
3246,1562611
3247,1562584
3248,1562575
3249,1562569
3250,1562540
3251,1562537
3252,1562523
3253,1562480
3254,1562454
3255,1562285
3256,1562271
3257,1562213
3258,1562185
3259,1562064
3260,1562008
3261,1562001
3262,1561933
3263,1561919
3264,1561827
3265,1561825
3266,1561674
3267,1561619
3268,1561617
3269,1561364
3270,1561333
3271,1561317
3272,1561309
3273,1561299
3274,1561290
3275,1561265
3276,1561206
3277,1560980
3278,1560972
3279,1560952
3280,1560948
3281,1560939
3282,1560925
3283,1560807
3284,1560737
3285,1560625
3286,1560618
3287,1560607
3288,1560548
3289,1560504
3290,1560282
3291,1560260
3292,1560254
3293,1560217
3294,1560174
3295,1560118
3296,1560096
3297,1560073
3298,1560068
3299,1560056
3300,1560052
3301,1560045
3302,1560030
3303,1559922
3304,1559785
3305,1559664
3306,1559641
3307,1559617
3308,1559480
3309,1559477
3310,1559437
3311,1559428
3312,1559349
3313,1559339
3314,1559323
3315,1559298
3316,1559294
3317,1559285
3318,1559077
3319,1559058
3320,1559057
3321,1559025
3322,1558999
3323,1558995
3324,1558969
3325,1558950
3326,1558917
3327,1558824
3328,1558820
3329,1558806
3330,1558771
3331,1558728
3332,1558706
3333,1558621
3334,1558617
3335,1558600
3336,1558556
3337,1558534
3338,1558521
3339,1558402
3340,1558337
3341,1558292
3342,1558266
3343,1558251
3344,1558222
3345,1558217
3346,1558213
3347,1558055
3348,1557785
3349,1557736
3350,1557700
3351,1557683
3352,1557680
3353,1557662
3354,1557594
3355,1557461
3356,1557338
3357,1557287
3358,1557252
3359,1557191
3360,1557171
3361,1557140
3362,1557042
3363,1557000
3364,1556990
3365,1556872
3366,1556868
3367,1556763
3368,1556712
3369,1556708
3370,1556561
3371,1556532
3372,1556432
3373,1556362
3374,1556334
3375,1556313
3376,1556171
3377,1556117
3378,1556056
3379,1556051
3380,1556028
3381,1555951
3382,1555931
3383,1555861
3384,1555858
3385,1555853
3386,1555839
3387,1555824
3388,1555821
3389,1555810
3390,1555766
3391,1555615
3392,1555602
3393,1555591
3394,1555569
3395,1555564
3396,1555551
3397,1555538
3398,1555521
3399,1555482
3400,1555359
3401,1555344
3402,1555328
3403,1555201
3404,1555147
3405,1555080
3406,1554995
3407,1554972
3408,1554969
3409,1554957
3410,1554876
3411,1554693
3412,1554619
3413,1554468
3414,1554458
3415,1554361
3416,1554304
3417,1554263
3418,1554181
3419,1554097
3420,1553858
3421,1553850
3422,1592334
3423,1592329
3424,1592327
3425,1592312
3426,1592310
3427,1592309
3428,1592298
3429,1592296
3430,1592288
3431,1592283
3432,1592274
3433,1592271
3434,1592265
3435,1592250
3436,1591775
3437,1591152
3438,1590787
3439,1587326
3440,1587315
3441,1587306
3442,1587267
3443,1552962
3444,1552891
3445,1552814
3446,1552543
3447,1552519
3448,1552448
3449,1552447
3450,1552424
3451,1552332
3452,1552309
3453,1552282
3454,1552268
3455,1552235
3456,1552184
3457,1552178
3458,1552160
3459,1552093
3460,1552020
3461,1551997
3462,1551936
3463,1551926
3464,1551912
3465,1551889
3466,1551852
3467,1551835
3468,1551711
3469,1551611
3470,1551570
3471,1551547
3472,1551512
3473,1551502
3474,1551428
3475,1551273
3476,1551128
3477,1550984
3478,1550983
3479,1550849
3480,1550834
3481,1550832
3482,1550823
3483,1550745
3484,1550645
3485,1550494
3486,1550474
3487,1550439
3488,1550429
3489,1550394
3490,1550359
3491,1550355
3492,1550291
3493,1550215
3494,1550131
3495,1550013
3496,1549999
3497,1549909
3498,1549882
3499,1549875
3500,1549841
3501,1549627
3502,1549613
3503,1549547
3504,1549537
3505,1549530
3506,1549375
3507,1549295
3508,1549192
3509,1549100
3510,1549076
3511,1548999
3512,1548978
3513,1548898
3514,1548847
3515,1548809
3516,1548792
3517,1548675
3518,1548662
3519,1548557
3520,1548547
3521,1548536
3522,1548316
3523,1548136
3524,1548087
3525,1548034
3526,1547964
3527,1547872
3528,1547870
3529,1547818
3530,1547522
3531,1547467
3532,1547378
3533,1547338
3534,1547266
3535,1547136
3536,1547132
3537,1547108
3538,1547077
3539,1547043
3540,1546968
3541,1546925
3542,1546850
3543,1546825
3544,1546444
3545,1546255
3546,1546133
3547,1546116
3548,1546052
3549,1546025
3550,1545986
3551,1545944
3552,1545810
3553,1545684
3554,1545671
3555,1545627
3556,1545575
3557,1545571
3558,1545540
3559,1545446
3560,1545367
3561,1545331
3562,1545283
3563,1545233
3564,1545173
3565,1545056
3566,1545022
3567,1544968
3568,1544951
3569,1544914
3570,1544858
3571,1544776
3572,1544723
3573,1544636
3574,1544601
3575,1544591
3576,1544587
3577,1544553
3578,1544447
3579,1544404
3580,1544356
3581,1544300
3582,1544285
3583,1544283
3584,1544246
3585,1544183
3586,1544155
3587,1544084
3588,1543941
3589,1543870
3590,1543824
3591,1543448
3592,1543275
3593,1543200
3594,1543157
3595,1543139
3596,1542811
3597,1542764
3598,1542286
3599,1541917
3600,1541912
3601,1541709
3602,1541484
3603,1541276
3604,1541180
3605,1541177
3606,1540905
3607,1540806
3608,1540700
3609,1540578
3610,1540577
3611,1540525
3612,1540524
3613,1540487
3614,1540477
3615,1540300
3616,1540151
3617,1539960
3618,1539903
3619,1539798
3620,1539319
3621,1539282
3622,1539244
3623,1538725
3624,1538544
3625,1538297
3626,1538171
3627,1538108
3628,1537934
3629,1537204
3630,1536683
3631,1536568
3632,1536502
3633,1536497
3634,1536357
3635,1536329
3636,1536031
3637,1535827
3638,1535782
3639,1535744
3640,1535540
3641,1535512
3642,1535219
3643,1534865
3644,1534847
3645,1534820
3646,1534765
3647,1534126
3648,1533993
3649,1533820
3650,1533808
3651,1533363
3652,1533172
3653,1533141
3654,1533137
3655,1533071
3656,1532901
3657,1532707
3658,1532175
3659,1532006
3660,1531908
3661,1531882
3662,1531772
3663,1531745
3664,1531194
3665,1530923
3666,1530877
3667,1530519
3668,1530135
3669,1530131
3670,1530102
3671,1530082
3672,1529896
3673,1529859
3674,1529729
3675,1529509
3676,1529442
3677,1529374
3678,1529221
3679,1529144
3680,1528997
3681,1528942
3682,1528873
3683,1528810
3684,1528778
3685,1528421
3686,1528372
3687,1528322
3688,1528271
3689,1528191
3690,1528065
3691,1527930
3692,1527903
3693,1527346
3694,1527165
3695,1527161
3696,1526920
3697,1526831
3698,1526447
3699,1526379
3700,1526292
3701,1526255
3702,1526246
3703,1526168
3704,1526133
3705,1526102
3706,1525903
3707,1525554
3708,1524987
3709,1524644
3710,1524479
3711,1524227
3712,1524083
3713,1524035
3714,1523919
3715,1523555
3716,1523118
3717,1523102
3718,1522640
3719,1522480
3720,1522419
3721,1522397
3722,1522213
3723,1521907
3724,1521860
3725,1521711
3726,1521528
3727,1521518
3728,1521490
3729,1521318
3730,1520988
3731,1520869
3732,1520848
3733,1520574
3734,1520426
3735,1520247
3736,1520061
3737,1519947
3738,1519942
3739,1519928
3740,1519610
3741,1519497
3742,1518891
3743,1518229
3744,1518129
3745,1518001
3746,1517947
3747,1517388
3748,1517268
3749,1516446
3750,1516360
3751,1516194
3752,1515914
3753,1515910
3754,1515459
3755,1515432
3756,1515408
3757,1515137
3758,1515073
3759,1514883
3760,1513359
3761,1513206
3762,1513103
3763,1512898
3764,1512627
3765,1512579
3766,1512486
3767,1512389
3768,1512275
3769,1512118
3770,1511590
3771,1511383
3772,1511150
3773,1510825
3774,1510684
3775,1510090
3776,1509989
3777,1509483
3778,1509425
3779,1509282
3780,1508440
3781,1508414
3782,1507873
3783,1507670
3784,1507111
3785,1506787
3786,1506765
3787,1506406
3788,1505964
3789,1505914
3790,1505471
3791,1505193
3792,1504432
3793,1504209
3794,1504014
3795,1503824
3796,1503702
3797,1502871
3798,1502610
3799,1502288
3800,1502163
3801,1501597
3802,1501428
3803,1500472
3804,1500314
3805,1499803
3806,1499313
3807,1499288
3808,1499161
3809,1498656
3810,1497105
3811,1497002
3812,1496851
3813,1496676
3814,1496579
3815,1494960
3816,1494879
3817,1494665
3818,1493770
3819,1493181
3820,1492429
3821,1492224
3822,1492050
3823,1492012
3824,1491308
3825,1490617
3826,1488345
3827,1484919
3828,1484724
3829,1483539
3830,1479262
3831,1478330
3832,1475872
3833,1475311
3834,1473439
3835,1473427
3836,1466856
3837,1466325
3838,1463984
3839,1459088
3840,1455184
3841,1443880
3842,1433533
3843,1428083
3844,1427495
3845,1423202
3846,1421083
3847,1413798
3848,1413194
3849,1394490
3850,1393752
3851,1392207
3852,1389561
3853,1381402
3854,1370381
3855,1366528
3856,1361406
3857,1333763
3858,1324120
3859,1256194
3860,1621487
3861,1604565
3862,1618141
3863,1617975
3864,1617606
3865,1617320
3866,1617177
3867,1616461
3868,1616046
3869,1608776
3870,1608773
3871,1608767
3872,1608762
3873,1608757
3874,1608755
3875,1608728
3876,1608700
3877,1612670
3878,1612115
3879,1612083
3880,1611952
3881,1611866
3882,1611404
3883,1611259
3884,1610840
3885,1610175
3886,1609859
3887,1609745
3888,1608972
3889,1608695
3890,1608668
3891,1608488
3892,1608475
3893,1608473
3894,1608374
3895,1608279
3896,1608260
3897,1608160
3898,1608138
3899,1607726
3900,1607599
3901,1607392
3902,1607196
3903,1606236
3904,1605993
3905,1605577
3906,1605448
3907,1605403
3908,1604983
3909,1604850
3910,1604713
3911,1604321
3912,1603800
3913,1603765
3914,1603661
3915,1603597
3916,1603580
3917,1603455
3918,1603310
3919,1602884
3920,1602865
3921,1602500
3922,1602088
3923,1602046
3924,1601782
3925,1601727
3926,1601389
3927,1600778
3928,1600756
3929,1600278
3930,1599737
3931,1599612
3932,1599167
3933,1598862
3934,1596306
3935,1596223
3936,1596056
3937,1595943
3938,1595862
3939,1595766
3940,1595332
3941,1595195
3942,1595089
3943,1595086
3944,1595070
3945,1595008
3946,1594713
3947,1594602
3948,1594356
3949,1594257
3950,1594181
3951,1593706
3952,1593285
3953,1591730
3954,1591697
3955,1591081
3956,1590499
3957,1590285
3958,1590017
3959,1589838
3960,1589643
3961,1589577
3962,1589054
3963,1588338
3964,1588080
3965,1588028
3966,1587946
3967,1587807
3968,1587788
3969,1587529
3970,1587506
3971,1587477
3972,1587429
3973,1587302
3974,1587294
3975,1586225
3976,1586064
3977,1585188
3978,1585186
3979,1584847
3980,1584720
3981,1584274
3982,1584193
3983,1583722
3984,1583596
3985,1583476
3986,1583444
3987,1583258
3988,1583071
3989,1583032
3990,1582946
3991,1582933
3992,1582702
3993,1582320
3994,1581970
3995,1581936
3996,1581906
3997,1581886
3998,1581800
3999,1581716
4000,1581618
4001,1581600
4002,1581571
4003,1581421
4004,1581341
4005,1581311
4006,1581291
4007,1581263
4008,1580946
4009,1580914
4010,1580904
4011,1580153
4012,1579744
4013,1579707
4014,1579594
4015,1579227
4016,1578988
4017,1578832
4018,1578436
4019,1578071
4020,1577839
4021,1577764
4022,1577646
4023,1577644
4024,1577332
4025,1577026
4026,1577009
4027,1576701
4028,1576655
4029,1576581
4030,1576276
4031,1576194
4032,1576093
4033,1575911
4034,1575482
4035,1575118
4036,1574652
4037,1574474
4038,1574316
4039,1574303
4040,1572860
4041,1572751
4042,1572473
4043,1572467
4044,1572380
4045,1570812
4046,1570409
4047,1570283
4048,1570028
4049,1569920
4050,1569532
4051,1567506
4052,1567450
4053,1567437
4054,1567277
4055,1566498
4056,1564810
4057,1562710
4058,1560194
4059,1560183
4060,1559218
4061,1558622
4062,1558410
4063,1556978
4064,1556073
4065,1553402
4066,1552358
4067,1551147
4068,1550626
4069,1545930
4070,1545426
4071,1544127
4072,1541755
4073,1540684
4074,1540006
4075,1539950
4076,1539796
4077,1539538
4078,1537016
4079,1531133
4080,1529365
4081,1528803
4082,1528647
4083,1528229
4084,1527566
4085,1526377
4086,1526187
4087,1525731
4088,1524504
4089,1522637
4090,1522042
4091,1519957
4092,1518100
4093,1517861
4094,1516718
4095,1515916
4096,1515249
4097,1513615
4098,1512971
4099,1512412
4100,1511942
4101,1511938
4102,1510164
4103,1509564
4104,1509288
4105,1508617
4106,1507526
4107,1506444
4108,1506176
4109,1505912
4110,1505877
4111,1504924
4112,1504617
4113,1504286
4114,1502876
4115,1494003
4116,1490657
4117,1465170
4118,1457283
4119,1453841
4120,1444732
4121,1440348
4122,1434211
4123,1422791
4124,1421925
4125,1619360
4126,1618804
4127,1618797
4128,1618774
4129,1618661
4130,1618560
4131,1618551
4132,1618289
4133,1618035
4134,1617831
4135,1617745
4136,1617157
4137,1617140
