,0
4138,1616936
4139,1616763
4140,1616504
4141,1616437
4142,1616429
4143,1616375
4144,1616354
4145,1616340
4146,1616081
4147,1616023
4148,1615924
4149,1615923
4150,1615756
4151,1615690
4152,1615470
4153,1615465
4154,1615409
4155,1615381
4156,1615379
4157,1615329
4158,1615321
4159,1615274
4160,1615197
4161,1615134
4162,1615129
4163,1615117
4164,1615113
4165,1615110
4166,1614992
4167,1614991
4168,1614954
4169,1614350
4170,1614342
4171,1614338
4172,1614334
4173,1614311
4174,1614211
4175,1614186
4176,1614169
4177,1614148
4178,1614118
4179,1614044
4180,1613989
4181,1613967
4182,1613955
4183,1613854
4184,1613853
4185,1613835
4186,1613736
4187,1613728
4188,1613529
4189,1613375
4190,1612730
4191,1612617
4192,1612489
4193,1612424
4194,1612419
4195,1612415
4196,1612403
4197,1612394
4198,1612335
4199,1612310
4200,1612245
4201,1612167
4202,1612155
4203,1612148
4204,1612068
4205,1612035
4206,1611989
4207,1611910
4208,1611904
4209,1611891
4210,1611804
4211,1611770
4212,1611721
4213,1611623
4214,1611350
4215,1611189
4216,1611150
4217,1611149
4218,1611148
4219,1611140
4220,1611120
4221,1611057
4222,1611036
4223,1610961
4224,1610925
4225,1610902
4226,1610874
4227,1610831
4228,1610758
4229,1610746
4230,1610694
4231,1610692
4232,1610669
4233,1610657
4234,1610525
4235,1610510
4236,1610493
4237,1610442
4238,1610429
4239,1610292
4240,1610257
4241,1610140
4242,1610095
4243,1610092
4244,1610091
4245,1610044
4246,1610028
4247,1609847
4248,1609804
4249,1609798
4250,1609720
4251,1609702
4252,1609701
4253,1609697
4254,1609691
4255,1609689
4256,1609680
4257,1609621
4258,1609620
4259,1609519
4260,1609315
4261,1609294
4262,1609268
4263,1609048
4264,1609034
4265,1609029
4266,1608995
4267,1608991
4268,1608986
4269,1608953
4270,1608946
4271,1608931
4272,1608881
4273,1608880
4274,1608857
4275,1608736
4276,1608532
4277,1608506
4278,1608468
4279,1608454
4280,1608429
4281,1608423
4282,1608383
4283,1608356
4284,1608301
4285,1608256
4286,1608247
4287,1608205
4288,1608128
4289,1608037
4290,1607898
4291,1607818
4292,1607777
4293,1607776
4294,1607746
4295,1607730
4296,1607719
4297,1607586
4298,1607541
4299,1607512
4300,1607461
4301,1607449
4302,1607447
4303,1607425
4304,1607361
4305,1607357
4306,1607354
4307,1607314
4308,1607311
4309,1607306
4310,1607087
4311,1607048
4312,1607038
4313,1607019
4314,1606998
4315,1606988
4316,1606958
4317,1606871
4318,1606859
4319,1606849
4320,1606833
4321,1606832
4322,1606830
4323,1606827
4324,1606823
4325,1606799
4326,1606793
4327,1606786
4328,1606750
4329,1606706
4330,1606691
4331,1606677
4332,1606460
4333,1606457
4334,1606416
4335,1606373
4336,1606311
4337,1606262
4338,1606193
4339,1605745
4340,1605713
4341,1605660
4342,1605645
4343,1605571
4344,1605557
4345,1605526
4346,1605514
4347,1605511
4348,1605492
4349,1605479
4350,1605441
4351,1605402
4352,1605381
4353,1605364
4354,1605362
4355,1605355
4356,1605329
4357,1605314
4358,1605237
4359,1605218
4360,1605196
4361,1605186
4362,1605168
4363,1605126
4364,1605105
4365,1605026
4366,1604999
4367,1604979
4368,1604978
4369,1604894
4370,1604828
4371,1604759
4372,1604754
4373,1604705
4374,1604702
4375,1604666
4376,1604625
4377,1604624
4378,1604550
4379,1604528
4380,1604523
4381,1604498
4382,1604437
4383,1604388
4384,1604368
4385,1604360
4386,1604354
4387,1604208
4388,1604202
4389,1604198
4390,1604139
4391,1604118
4392,1604111
4393,1604046
4394,1604017
4395,1604013
4396,1603993
4397,1603958
4398,1603953
4399,1603949
4400,1603944
4401,1603943
4402,1603929
4403,1603905
4404,1603870
4405,1603846
4406,1603829
4407,1603827
4408,1603769
4409,1603755
4410,1603729
4411,1603663
4412,1603657
4413,1603650
4414,1603641
4415,1603623
4416,1603527
4417,1603471
4418,1603275
4419,1603218
4420,1603068
4421,1602990
4422,1602989
4423,1602964
4424,1602957
4425,1602912
4426,1602869
4427,1602844
4428,1602820
4429,1602761
4430,1602684
4431,1602636
4432,1602634
4433,1602555
4434,1602512
4435,1602507
4436,1602459
4437,1602434
4438,1602429
4439,1602419
4440,1602409
4441,1602406
4442,1602399
4443,1602392
4444,1602382
4445,1602380
4446,1602372
4447,1602197
4448,1602177
4449,1601979
4450,1601972
4451,1601877
4452,1601854
4453,1601800
4454,1601744
4455,1601706
4456,1601701
4457,1601665
4458,1601659
4459,1601637
4460,1601620
4461,1601597
4462,1601554
4463,1601548
4464,1601504
4465,1601489
4466,1601482
4467,1601479
4468,1601433
4469,1601430
4470,1601425
4471,1601283
4472,1601240
4473,1601220
4474,1601122
4475,1601117
4476,1601086
4477,1600997
4478,1600983
4479,1600968
4480,1600932
4481,1600930
4482,1600918
4483,1600879
4484,1600810
4485,1600694
4486,1600691
4487,1600678
4488,1600660
4489,1600631
4490,1600627
4491,1600624
4492,1600598
4493,1600579
4494,1600577
4495,1600569
4496,1600562
4497,1600561
4498,1600553
4499,1600542
4500,1600540
4501,1600500
4502,1600455
4503,1600435
4504,1600427
4505,1600384
4506,1600344
4507,1600293
4508,1600287
4509,1600257
4510,1600243
4511,1600240
4512,1600207
4513,1600168
4514,1600160
4515,1600157
4516,1600123
4517,1600047
4518,1600025
4519,1600021
4520,1599790
4521,1599771
4522,1599767
4523,1599759
4524,1599746
4525,1599703
4526,1599488
4527,1599447
4528,1599390
4529,1599387
4530,1599281
4531,1599236
4532,1599102
4533,1599083
4534,1599051
4535,1599002
4536,1598993
4537,1598991
4538,1598990
4539,1598933
4540,1598884
4541,1598882
4542,1598881
4543,1598860
4544,1598837
4545,1598798
4546,1598776
4547,1598752
4548,1598737
4549,1598708
4550,1598701
4551,1598680
4552,1598630
4553,1598620
4554,1598578
4555,1598532
4556,1598531
4557,1598526
4558,1598518
4559,1598484
4560,1598431
4561,1598428
4562,1598391
4563,1598386
4564,1597931
4565,1597866
4566,1597688
4567,1597679
4568,1597590
4569,1597587
4570,1597578
4571,1597569
4572,1597556
4573,1597548
4574,1597544
4575,1597519
4576,1597331
4577,1597305
4578,1597302
4579,1597293
4580,1597280
4581,1597264
4582,1597258
4583,1597256
4584,1597244
4585,1597207
4586,1597203
4587,1597157
4588,1597146
4589,1597132
4590,1597130
4591,1597120
4592,1597115
4593,1597106
4594,1597103
4595,1597094
4596,1597092
4597,1597047
4598,1597022
4599,1597005
4600,1597004
4601,1597001
4602,1596934
4603,1596840
4604,1596839
4605,1596831
4606,1596778
4607,1596759
4608,1596727
4609,1596697
4610,1596696
4611,1596666
4612,1596626
4613,1596625
4614,1596506
4615,1596472
4616,1596470
4617,1596407
4618,1596403
4619,1596303
4620,1596295
4621,1596278
4622,1596237
4623,1596153
4624,1596120
4625,1596019
4626,1595981
4627,1595959
4628,1595910
4629,1595870
4630,1595868
4631,1595830
4632,1595828
4633,1595816
4634,1595786
4635,1595783
4636,1595779
4637,1595767
4638,1595743
4639,1595730
4640,1595704
4641,1595658
4642,1595620
4643,1595605
4644,1595598
4645,1595590
4646,1595360
4647,1595322
4648,1595310
4649,1595269
4650,1595251
4651,1595237
4652,1595215
4653,1595202
4654,1595158
4655,1595155
4656,1595151
4657,1595131
4658,1595103
4659,1595099
4660,1595037
4661,1595034
4662,1595006
4663,1594986
4664,1594977
4665,1594916
4666,1594813
4667,1594797
4668,1594795
4669,1594770
4670,1594748
4671,1594723
4672,1594628
4673,1594420
4674,1594365
4675,1594238
4676,1594208
4677,1594165
4678,1594099
4679,1594056
4680,1594022
4681,1594009
4682,1593864
4683,1593863
4684,1593844
4685,1593775
4686,1593752
4687,1593748
4688,1593747
4689,1593742
4690,1593729
4691,1593685
4692,1593684
4693,1593636
4694,1593613
4695,1593594
4696,1593581
4697,1593572
4698,1593554
4699,1593549
4700,1593539
4701,1593525
4702,1593444
4703,1593396
4704,1593358
4705,1593338
4706,1593249
4707,1593166
4708,1593076
4709,1593046
4710,1592976
4711,1592965
4712,1592920
4713,1592856
4714,1592758
4715,1592750
4716,1592745
4717,1592715
4718,1592624
4719,1592504
4720,1592502
4721,1592496
4722,1592495
4723,1592481
4724,1592408
4725,1592407
4726,1592393
4727,1592386
4728,1592272
4729,1592247
4730,1592235
4731,1592222
4732,1592193
4733,1592122
4734,1592095
4735,1592085
4736,1592017
4737,1591971
4738,1591961
4739,1591870
4740,1591867
4741,1591799
4742,1591740
4743,1591717
4744,1591664
4745,1591610
4746,1591538
4747,1591537
4748,1591524
4749,1591471
4750,1591328
4751,1591317
4752,1591316
4753,1591033
4754,1591017
4755,1591001
4756,1590978
4757,1590975
4758,1590943
4759,1590932
4760,1590919
4761,1590782
4762,1590735
4763,1590714
4764,1590713
4765,1590707
4766,1590667
4767,1590594
4768,1590581
4769,1590578
4770,1590550
4771,1590529
4772,1590519
4773,1590514
4774,1590485
4775,1590484
4776,1590444
4777,1590435
4778,1590398
4779,1590294
4780,1590276
4781,1590267
4782,1590230
4783,1590222
4784,1590207
4785,1590191
4786,1590165
4787,1590121
4788,1590086
4789,1590079
4790,1590075
4791,1589995
4792,1589952
4793,1589945
4794,1589783
4795,1589766
4796,1589697
4797,1589687
4798,1589644
4799,1589639
4800,1589491
4801,1589410
4802,1589364
4803,1589305
4804,1589297
4805,1589288
4806,1589271
4807,1589211
4808,1589182
4809,1589163
4810,1589161
4811,1589134
4812,1589115
4813,1589085
4814,1588926
4815,1588835
4816,1588796
4817,1588795
4818,1588764
4819,1588666
4820,1588533
4821,1588487
4822,1588468
4823,1588389
4824,1588351
4825,1588284
4826,1588257
4827,1588256
4828,1588228
4829,1588168
4830,1588167
4831,1588065
4832,1588048
4833,1588008
4834,1587897
4835,1587864
4836,1587859
4837,1587856
4838,1587829
4839,1587822
4840,1587800
4841,1587766
4842,1587750
4843,1587620
4844,1587618
4845,1587490
4846,1587415
4847,1587299
4848,1587223
4849,1587206
4850,1587160
4851,1587152
4852,1587143
4853,1587065
4854,1587064
4855,1587058
4856,1587023
4857,1586981
4858,1586962
4859,1586957
4860,1586876
4861,1586826
4862,1586794
4863,1586785
4864,1586758
4865,1586744
4866,1586725
4867,1586648
4868,1586645
4869,1586644
4870,1586619
4871,1586571
4872,1586359
4873,1586344
4874,1586336
4875,1586234
4876,1586232
4877,1586218
4878,1586153
4879,1586091
4880,1586045
4881,1585935
4882,1585860
4883,1585856
4884,1585855
4885,1585818
4886,1585776
4887,1585709
4888,1585667
4889,1585547
4890,1585508
4891,1585459
4892,1585437
4893,1585409
4894,1585365
4895,1585360
4896,1585357
4897,1585276
4898,1585263
4899,1585233
4900,1585180
4901,1585150
4902,1585139
4903,1585076
4904,1585004
4905,1584956
4906,1584901
4907,1584718
4908,1584230
4909,1584168
4910,1584113
4911,1584048
4912,1584033
4913,1584024
4914,1584016
4915,1583923
4916,1583849
4917,1583811
4918,1583779
4919,1583758
4920,1583703
4921,1583574
4922,1583548
4923,1583472
4924,1583368
4925,1583322
4926,1583318
4927,1583262
4928,1582885
4929,1582849
4930,1582835
4931,1582833
4932,1582803
4933,1582774
4934,1582743
4935,1582732
4936,1582535
4937,1582423
4938,1582366
4939,1582222
4940,1582186
4941,1582147
4942,1581849
4943,1581795
4944,1581764
4945,1581630
4946,1581622
4947,1581619
4948,1581597
4949,1581573
4950,1581544
4951,1581434
4952,1581373
4953,1581208
4954,1581124
4955,1581064
4956,1581063
4957,1581036
4958,1580977
4959,1580897
4960,1580863
4961,1580702
4962,1580581
4963,1580578
4964,1580290
4965,1580246
4966,1580221
4967,1580214
4968,1580187
4969,1579965
4970,1579930
4971,1579643
4972,1579558
4973,1579521
4974,1579498
4975,1579470
4976,1579113
4977,1579076
4978,1579033
4979,1578843
4980,1578702
4981,1578696
4982,1578619
4983,1578607
4984,1578505
4985,1578410
4986,1578356
4987,1578313
4988,1578306
4989,1578280
4990,1578264
4991,1578263
4992,1577853
4993,1577846
4994,1577836
4995,1577788
4996,1577619
4997,1577561
4998,1577348
4999,1577220
5000,1577198
5001,1577115
5002,1576994
5003,1576974
5004,1576959
5005,1576782
5006,1576760
5007,1576739
5008,1576580
5009,1576516
5010,1576495
5011,1576335
5012,1576134
5013,1576133
5014,1576047
5015,1575945
5016,1575894
5017,1575852
5018,1575772
5019,1575761
5020,1575660
5021,1575519
5022,1575478
5023,1575456
5024,1575432
5025,1575404
5026,1575394
5027,1575352
5028,1575329
5029,1575203
5030,1575084
5031,1574999
5032,1574757
5033,1574710
5034,1574695
5035,1574688
5036,1574616
5037,1574578
5038,1574357
5039,1573940
5040,1573792
5041,1573779
5042,1573742
5043,1573642
5044,1573602
5045,1573531
5046,1573528
5047,1573435
5048,1573330
5049,1573292
5050,1573234
5051,1573221
5052,1573109
5053,1573093
5054,1573089
5055,1573078
5056,1573026
5057,1572928
5058,1572906
5059,1572873
5060,1572660
5061,1572630
5062,1572622
5063,1572606
5064,1572346
5065,1572199
5066,1572190
5067,1572144
5068,1571899
5069,1571801
5070,1571672
5071,1571574
5072,1571561
5073,1571435
5074,1571430
5075,1571425
5076,1571307
5077,1571211
5078,1571204
5079,1571145
5080,1571039
5081,1570921
5082,1570732
5083,1570690
5084,1570598
5085,1570535
5086,1570511
5087,1570450
5088,1570446
5089,1570411
5090,1570226
5091,1570179
5092,1570125
5093,1570101
5094,1569890
5095,1569866
5096,1569826
5097,1569795
5098,1569558
5099,1569305
5100,1569219
5101,1569100
5102,1569067
5103,1569063
5104,1569045
5105,1569007
5106,1568977
5107,1568970
5108,1568868
5109,1568560
5110,1568401
5111,1568067
5112,1567841
5113,1567671
5114,1567561
5115,1567519
5116,1567516
5117,1567385
5118,1567013
5119,1566519
5120,1566296
5121,1566290
5122,1565962
5123,1565913
5124,1565675
5125,1565624
5126,1565300
5127,1565294
5128,1565263
5129,1565222
5130,1565194
5131,1565055
5132,1564988
5133,1564971
5134,1564949
5135,1564875
5136,1564776
5137,1564699
5138,1564560
5139,1564502
5140,1564356
5141,1564339
5142,1564322
5143,1564297
5144,1563904
5145,1563725
5146,1563607
5147,1563507
5148,1563465
5149,1563301
5150,1563225
5151,1563191
5152,1563141
5153,1563050
5154,1563046
5155,1562951
5156,1562847
5157,1562568
5158,1562535
5159,1562340
5160,1562267
5161,1562108
5162,1561843
5163,1561748
5164,1561717
5165,1561614
5166,1561575
5167,1561513
5168,1561417
5169,1561314
5170,1561187
5171,1560968
5172,1560793
5173,1560781
5174,1560769
5175,1560742
5176,1560619
5177,1560484
5178,1560445
5179,1560328
5180,1560219
5181,1560149
5182,1560148
5183,1559836
5184,1559755
5185,1559675
5186,1559464
5187,1559302
5188,1559269
5189,1558970
5190,1558769
5191,1558244
5192,1558232
5193,1558074
5194,1557762
5195,1557755
5196,1557704
5197,1557332
5198,1557209
5199,1557084
5200,1556659
5201,1556621
5202,1556519
5203,1556471
5204,1556217
5205,1554789
5206,1554335
5207,1554270
5208,1553957
5209,1553588
5210,1553481
5211,1553444
5212,1553312
5213,1553241
5214,1553184
5215,1553183
5216,1553041
5217,1552630
5218,1552345
5219,1551523
5220,1551516
5221,1551505
5222,1551169
5223,1550815
5224,1550706
5225,1550678
5226,1550546
5227,1550282
5228,1549839
5229,1549785
5230,1549702
5231,1549541
5232,1549052
5233,1548623
5234,1548304
5235,1548203
5236,1548191
5237,1548067
5238,1548022
5239,1547885
5240,1547636
5241,1546963
5242,1545946
5243,1545698
5244,1545408
5245,1545227
5246,1544852
5247,1544652
5248,1543922
5249,1543722
5250,1542863
5251,1542777
5252,1542763
5253,1542634
5254,1542256
5255,1541935
5256,1541739
5257,1541537
5258,1541126
5259,1540714
5260,1539263
5261,1538759
5262,1538431
5263,1537605
5264,1537406
5265,1536821
5266,1535774
5267,1535745
5268,1535554
5269,1534438
5270,1534321
5271,1532469
5272,1532364
5273,1532148
5274,1531603
5275,1529681
5276,1529583
5277,1529156
5278,1528930
5279,1528126
5280,1527075
5281,1526791
5282,1526635
5283,1525334
5284,1525018
5285,1523982
5286,1523401
5287,1523054
5288,1522922
5289,1522896
5290,1522707
5291,1521957
5292,1521447
5293,1520785
5294,1519259
5295,1519016
5296,1518251
5297,1517707
5298,1515036
5299,1514614
5300,1514098
5301,1514005
5302,1513505
5303,1512801
5304,1512528
5305,1512483
5306,1510831
5307,1505452
5308,1502918
5309,1502046
5310,1501025
5311,1499638
5312,1496143
5313,1486678
5314,1485590
5315,1483451
5316,1474445
5317,1465145
5318,1457682
5319,1455031
5320,1449852
5321,1423494
5322,1420092
5323,1419750
5324,1388395
5325,1362364
5326,1310570
5327,1621695
5328,1620234
5329,1618574
5330,1614565
5331,1614419
5332,1612950
5333,1608960
5334,1605574
5335,1598850
5336,1594398
5337,1593930
5338,1590896
5339,1581968
5340,1581965
5341,1579181
5342,1553622
5343,1611416
5344,1611367
5345,1609444
5346,1606272
5347,1606175
5348,1606170
5349,1606155
5350,1606117
5351,1606023
5352,1606001
5353,1605914
5354,1605867
5355,1605845
5356,1605816
5357,1605807
5358,1605786
5359,1604691
5360,1601775
5361,1601145
5362,1601144
5363,1601140
5364,1601138
5365,1601131
5366,1601097
5367,1601085
5368,1601057
5369,1601042
5370,1601013
5371,1600891
5372,1600884
5373,1599900
5374,1599798
5375,1599738
5376,1599732
5377,1599713
5378,1599710
5379,1599702
5380,1599670
5381,1599640
5382,1599598
5383,1599597
5384,1599577
5385,1599576
5386,1599499
5387,1599494
5388,1599491
5389,1599483
5390,1599465
5391,1599460
5392,1599456
5393,1599423
5394,1599393
5395,1599155
5396,1599135
5397,1599117
5398,1599105
5399,1599096
5400,1599092
5401,1599071
5402,1599062
5403,1599045
5404,1599042
5405,1599040
5406,1599003
5407,1598966
5408,1598932
5409,1598874
5410,1598227
5411,1598221
5412,1598191
5413,1598190
5414,1598102
5415,1598070
5416,1598040
5417,1598035
5418,1598019
5419,1598015
5420,1598014
5421,1597992
5422,1597979
5423,1597955
5424,1597935
5425,1597928
5426,1597883
5427,1597873
5428,1597792
5429,1597780
5430,1597767
5431,1597454
5432,1597451
5433,1597440
5434,1597437
5435,1597422
5436,1597333
5437,1594331
5438,1594329
5439,1594319
5440,1594239
5441,1594201
5442,1594171
5443,1594156
5444,1594038
5445,1594032
5446,1594003
5447,1593978
5448,1593873
5449,1593861
5450,1593847
5451,1593845
5452,1593834
5453,1593825
5454,1593819
5455,1593816
5456,1593805
5457,1593777
5458,1593769
5459,1593762
5460,1593760
5461,1593755
5462,1593746
5463,1592931
5464,1592924
5465,1592909
5466,1592894
5467,1592893
5468,1592882
5469,1592876
5470,1592867
5471,1592864
5472,1592863
5473,1592854
5474,1592852
5475,1592848
5476,1592831
5477,1592827
5478,1592819
5479,1592794
5480,1592793
5481,1592778
5482,1592770
5483,1592754
5484,1592747
5485,1592726
5486,1592718
5487,1592709
5488,1592708
5489,1592692
5490,1592688
5491,1592643
5492,1592642
5493,1592631
5494,1592623
5495,1592614
5496,1592609
5497,1592601
5498,1592596
5499,1592592
5500,1592585
5501,1592578
5502,1592556
5503,1592549
5504,1592548
5505,1592540
5506,1592532
5507,1592518
5508,1592492
5509,1592432
5510,1592354
5511,1592340
5512,1592292
5513,1591236
5514,1591205
5515,1591150
5516,1591097
5517,1591094
5518,1591091
5519,1591082
5520,1591074
5521,1591065
5522,1591012
5523,1587262
5524,1587255
5525,1586849
5526,1586235
5527,1585829
5528,1585768
5529,1585710
5530,1585689
5531,1585662
5532,1585656
5533,1585649
5534,1585637
5535,1585633
5536,1585631
5537,1585620
5538,1585616
5539,1585615
5540,1585609
5541,1585601
5542,1585598
5543,1585597
5544,1585589
5545,1585587
5546,1585584
5547,1585576
5548,1585575
5549,1585574
5550,1585515
5551,1585511
5552,1585509
5553,1585489
5554,1585486
5555,1585482
5556,1585446
5557,1585431
5558,1585416
5559,1585384
5560,1585355
5561,1584580
5562,1584537
5563,1584508
5564,1584472
5565,1584460
5566,1584448
5567,1584423
5568,1584408
5569,1584403
5570,1584373
5571,1584360
5572,1584358
5573,1584354
5574,1584335
5575,1584333
5576,1584306
5577,1584305
5578,1584290
5579,1584287
5580,1584279
5581,1584273
5582,1584260
5583,1584244
5584,1584240
5585,1584201
5586,1584194
5587,1584149
5588,1584099
5589,1584044
5590,1584041
5591,1582974
5592,1582962
5593,1582961
5594,1582959
5595,1582947
5596,1582944
5597,1582935
5598,1582923
5599,1582918
5600,1582896
5601,1582892
5602,1582882
5603,1582878
5604,1582871
5605,1582858
5606,1582841
5607,1582839
5608,1582801
5609,1582798
5610,1582796
5611,1582782
5612,1582779
5613,1582775
5614,1582766
5615,1582750
5616,1582748
5617,1582745
5618,1582744
5619,1582730
5620,1582699
5621,1582694
5622,1582682
5623,1582681
5624,1582679
5625,1582675
5626,1582509
5627,1581662
5628,1580887
5629,1580648
5630,1580618
5631,1580605
5632,1580592
5633,1580584
5634,1580575
5635,1580564
5636,1580548
5637,1580536
5638,1580512
5639,1580470
5640,1580407
5641,1580331
5642,1580303
5643,1580272
5644,1580262
5645,1580255
5646,1579715
5647,1579022
5648,1578821
5649,1578792
5650,1578775
5651,1577812
5652,1577704
5653,1577441
5654,1577440
5655,1577436
5656,1577358
5657,1577340
5658,1577336
5659,1577296
5660,1577289
5661,1577265
5662,1577258
5663,1577253
5664,1577227
5665,1577216
5666,1577204
5667,1576486
5668,1576477
5669,1576472
5670,1576425
5671,1576421
5672,1576404
5673,1576368
5674,1576355
5675,1576328
5676,1576300
5677,1576292
5678,1576262
5679,1576257
5680,1576248
5681,1576245
5682,1576225
5683,1576197
5684,1576181
5685,1576171
5686,1576160
5687,1576135
5688,1576117
5689,1576066
5690,1576034
5691,1575998
5692,1575963
5693,1575936
5694,1575935
5695,1575904
5696,1575741
5697,1575722
5698,1575690
5699,1573923
5700,1573714
5701,1573682
5702,1573649
5703,1573613
5704,1573539
5705,1573405
5706,1572415
5707,1572065
5708,1571143
5709,1571044
5710,1571006
5711,1570905
5712,1570838
5713,1570388
5714,1570265
5715,1570262
5716,1570242
5717,1570237
5718,1570227
5719,1569504
5720,1569136
5721,1569133
5722,1569129
5723,1569112
5724,1569097
5725,1569094
5726,1569086
5727,1569026
5728,1569002
5729,1567190
5730,1566986
5731,1566956
5732,1566930
5733,1566927
5734,1566887
5735,1566872
5736,1566856
5737,1566853
5738,1566838
5739,1566757
5740,1566746
5741,1566732
5742,1566711
5743,1566686
5744,1566622
5745,1566590
5746,1566584
5747,1566577
5748,1565560
5749,1565509
5750,1565008
5751,1564720
5752,1564054
5753,1563991
5754,1563691
5755,1563679
5756,1563677
5757,1563641
5758,1563634
5759,1563629
5760,1563525
5761,1563501
5762,1563496
5763,1563479
5764,1563468
5765,1563377
5766,1563370
5767,1563364
5768,1563362
5769,1563130
5770,1563007
5771,1562737
5772,1562111
5773,1562091
5774,1562084
5775,1562038
5776,1562016
5777,1561986
5778,1561865
5779,1561787
5780,1561765
5781,1560869
5782,1559901
5783,1559879
5784,1559756
5785,1559607
5786,1559511
5787,1559491
5788,1559450
5789,1559447
5790,1558574
5791,1558241
5792,1558218
5793,1558203
5794,1558191
5795,1558176
5796,1558105
5797,1558084
5798,1557932
5799,1557821
5800,1556745
5801,1556724
5802,1556713
5803,1556704
5804,1556687
5805,1556682
5806,1556630
5807,1556604
5808,1556590
5809,1556414
5810,1555362
5811,1555314
5812,1555128
5813,1554971
5814,1554854
5815,1554677
5816,1553727
5817,1553071
5818,1553068
5819,1553059
5820,1553026
5821,1552993
5822,1552977
5823,1552912
5824,1552905
5825,1552857
5826,1552798
5827,1552797
5828,1552793
5829,1552762
5830,1552678
5831,1552643
5832,1552629
5833,1552626
5834,1552545
5835,1552443
5836,1552411
5837,1552409
5838,1552404
5839,1552323
5840,1552249
5841,1552236
5842,1552231
5843,1551030
5844,1551020
5845,1547633
5846,1547476
5847,1547472
5848,1547447
5849,1547439
5850,1547412
5851,1546677
5852,1546655
5853,1546645
5854,1546615
5855,1546611
5856,1546574
5857,1546573
5858,1546553
5859,1546496
5860,1546439
5861,1546332
5862,1546218
5863,1543542
5864,1543510
5865,1543414
5866,1543351
5867,1543335
5868,1543256
5869,1543234
5870,1543227
5871,1543212
5872,1542984
5873,1540953
5874,1539688
5875,1539664
5876,1539587
5877,1539575
5878,1539567
5879,1539566
5880,1539421
5881,1539287
5882,1539200
5883,1537963
5884,1537834
5885,1537729
5886,1537707
5887,1537656
5888,1537601
5889,1537560
5890,1537482
5891,1537452
5892,1537414
5893,1537326
5894,1537322
5895,1537305
5896,1537301
5897,1537248
5898,1537185
5899,1537153
5900,1537122
5901,1536236
5902,1536216
5903,1536204
5904,1536171
5905,1536082
5906,1536028
5907,1535997
5908,1535996
5909,1535953
5910,1535916
5911,1535866
5912,1535843
5913,1535798
5914,1535743
5915,1534350
5916,1533606
5917,1532519
5918,1532402
5919,1532398
5920,1532385
5921,1532304
5922,1530389
5923,1524645
5924,1524595
5925,1524593
5926,1524573
5927,1524471
5928,1522542
5929,1521345
5930,1521268
5931,1519379
5932,1519274
5933,1518413
5934,1516901
5935,1516751
5936,1516739
5937,1516548
5938,1516374
5939,1515866
5940,1514409
5941,1513416
5942,1513236
5943,1510869
5944,1510015
5945,1509970
5946,1509828
5947,1509719
5948,1508825
5949,1508527
5950,1503013
5951,1496557
5952,1495576
5953,1495556
5954,1495127
5955,1494348
5956,1491705
5957,1616438
5958,1616412
5959,1616337
5960,1615991
5961,1615779
5962,1615284
5963,1615150
5964,1615097
5965,1612568
5966,1612479
5967,1611771
5968,1611337
5969,1611038
5970,1611031
5971,1610918
5972,1610776
5973,1610738
5974,1609607
5975,1609601
5976,1609567
5977,1608865
5978,1608723
5979,1607959
5980,1607224
5981,1607088
5982,1606797
5983,1604637
5984,1604533
5985,1604116
5986,1603995
5987,1603532
5988,1603333
5989,1603161
5990,1602606
5991,1602484
5992,1602265
5993,1601842
5994,1601457
5995,1601336
5996,1600827
5997,1600638
5998,1598508
5999,1597656
6000,1597160
6001,1597053
6002,1597016
6003,1596918
6004,1596158
6005,1595793
6006,1595774
6007,1595745
6008,1595329
6009,1595179
6010,1594945
6011,1594300
6012,1593979
6013,1593919
6014,1593867
6015,1593219
6016,1593088
6017,1592905
6018,1592396
6019,1592125
6020,1591888
6021,1590933
6022,1590740
6023,1590586
6024,1590532
6025,1590528
6026,1590308
6027,1590076
6028,1589311
6029,1589265
6030,1589233
6031,1588534
6032,1587154
6033,1586979
6034,1585796
6035,1585711
6036,1585291
6037,1585250
6038,1585200
6039,1584282
6040,1583800
6041,1582942
6042,1581791
6043,1581491
6044,1580106
6045,1579919
6046,1579864
6047,1579489
6048,1577723
6049,1577448
6050,1577365
6051,1575756
6052,1575260
6053,1573770
6054,1570681
6055,1570341
6056,1563435
6057,1563359
6058,1556866
6059,1552155
6060,1549580
6061,1547471
6062,1542768
6063,1539686
6064,1539192
6065,1533743
6066,1533229
6067,1525133
6068,1524044
6069,1521761
6070,1518074
6071,1517462
6072,1510994
6073,1505123
6074,1504048
6075,1489910
6076,1620217
6077,1617250
6078,1617227
6079,1617135
6080,1614215
6081,1613103
6082,1611422
6083,1595889
6084,1595193
6085,1593972
6086,1581971
6087,1601025
6088,1599302
6089,1597848
6090,1597671
6091,1597667
6092,1594057
6093,1593985
6094,1592789
6095,1592625
6096,1592149
6097,1591098
6098,1585367
6099,1584300
6100,1584239
6101,1584037
6102,1583791
6103,1580110
6104,1578980
6105,1578948
6106,1577419
6107,1565490
6108,1564014
6109,1563933
6110,1552398
6111,1547440
6112,1546590
6113,1543232
6114,1536055
6115,1535968
6116,1535787
6117,1532495
6118,1532176
6119,1518877
6120,1516494
6121,1494312
6122,1606249
6123,1606105
6124,1606103
6125,1606039
6126,1605543
6127,1604481
6128,1604398
6129,1604373
6130,1604348
6131,1604311
6132,1604309
6133,1604276
6134,1604254
6135,1604204
6136,1604185
