0,2018 CHEVROLET,SILVERADO 1500 DOUBLE CAB,LT Pickup 4D 6 1/2 ft ,"V8, EcoTec3, 5.3 Liter",16 City / 22 Hwy,Black,Jet Black,"Auto, 6-Spd HD Overdrive",4 Door Truck,2,"$31,990"," 28,874 miles"
1,2018 CHEVROLET,SILVERADO 1500 DOUBLE CAB,LT Pickup 4D 6 1/2 ft ,"V6, EcoTec3, Flex Fuel, 4.3 Liter",17 City / 22 Hwy,White,Jet Black,"Auto, 6-Spd HD Overdrive",4 Door Truck,2,"$28,990"," 35,671 miles"
2,2018 VOLKSWAGEN,TIGUAN,2.0T SE 4MOTION Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",21 City / 27 Hwy,White,Black Leatherette,"Auto, 8-Spd Tiptronic Spt",4 Door SUV,2,"$22,990","10,187 miles"
3,2014 TOYOTA,HIGHLANDER,XLE Sport Utility 4D,"V6, 3.5 Liter",18 City / 24 Hwy,Black,Tan,Auto 6-Spd W/Seq & Snw Md,4 Door SUV,2,"$22,590","64,154 miles"
4,2013 HONDA,FIT,Hatchback 4D,"4-Cyl, I-VTEC, 1.5 Liter",28 City / 35 Hwy,Gray,Gray,"Automatic, 5-Spd",4 Door Hatchback,2,"$11,990","37,241 miles"
5,2013 CADILLAC,XTS,Luxury Collection Sedan 4D,"V6, Flex Fuel, 3.6 Liter",17 City / 28 Hwy,White,Beige,"Automatic, 6-Spd",4 Door Sedan,2,"$16,990","79,554 miles"
6,2015 MAZDA,MAZDA6,i Touring Sedan 4D,4Cyl PZEV SKYACTIV-G 2.5L,26 City / 38 Hwy,Silver,Black,"Auto, 6-Spd SKYACTIV Spt",4 Door Sedan,2,"$14,990","64,918 miles"
7,2010 MERCURY,MILAN,Sedan 4D,"4-Cyl, 2.5 Liter",22 City / 31 Hwy,Red,Dk Charcoal Cloth Blackets,"Automatic, 6-Spd W/Overdrive",4 Door Sedan,2,"$7,990","62,566 miles"
8,2018 VOLKSWAGEN,PASSAT,2.0T SE Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",25 City / 36 Hwy,White,Beige,"Auto, 6-Spd Tiptronic Spt",4 Door Sedan,2,"$18,990","19,391 miles"
9,2019 CHEVROLET,SPARK,ACTIV Hatchback 4D,"4-Cyl, ECOTEC, 1.4 Liter",30 City / 37 Hwy,Orange,Jet Black/Dark Anderson Silver Metallic,"Automatic, CVT",4 Door Hatchback,2,"$11,990","62,760 miles"
10,2020 AUDI,A3,Premium Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",27 City / 36 Hwy,White,Black,"Automatic, 7-Spd W/Dual-Clutch & S Tronic",4 Door Sedan,1,"$28,990","19,004 miles"
11,2018 CHEVROLET,SILVERADO 1500 DOUBLE CAB,LT Pickup 4D 6 1/2 ft ,"V6, EcoTec3, Flex Fuel, 4.3 Liter",18 City / 24 Hwy,Brown,Black,"Auto, 6-Spd HD Overdrive",4 Door Truck,2,"$28,990"," 21,670 miles"
12,2015 AUDI,Q5,2.0T Premium Plus Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",20 City / 28 Hwy,Gray,Black,"Auto, 8-Spd Tiptronic",4 Door SUV,1,"$21,590","72,243 miles"
13,2019 MITSUBISHI,ECLIPSE CROSS,ES Sport Utility 4D,"4-Cyl, Turbo, 1.5 Liter",25 City / 28 Hwy,Brown,Black,"Automatic, CVT W/Sport Mode",4 Door SUV,2,"$15,990","48,800 miles"
14,2018 ALFA ROMEO,STELVIO,Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",22 City / 28 Hwy,Gray,Black / Chocolate Interior Colors,"Automatic, 8-Spd",4 Door SUV,2,"$27,990","22,346 miles"
15,2018 AUDI,A6,2.0T Premium Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",21 City / 31 Hwy,Silver,Black,"Auto, 8-Spd Tiptronic",4 Door Sedan,2,"$29,990","28,081 miles"
16,2012 MERCEDES-BENZ,GLK-CLASS,GLK 350 4MATIC Sport Utility 4D,"V6, 3.5 Liter",16 City / 21 Hwy,Red,Black,"Auto, 7-Spd W/Touch Shft",4 Door SUV,2,"$16,590","92,408 miles"
17,2017 HYUNDAI,SANTA FE,SE Sport Utility 4D,"V6, GDI, 3.3 Liter",18 City / 24 Hwy,Black,Black/Black,"Auto, 6-Spd Shiftronic",4 Door SUV,1,"$17,990","77,222 miles"
18,2016 BUICK,ENVISION,Premium II Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",20 City / 26 Hwy,Red,Light Neutral,"Auto, 6-Spd W/DSC",4 Door SUV,2,"$20,990","40,898 miles"
19,2012 CHEVROLET,SONIC,LT Hatchback Sedan 4D,"4-Cyl, Turbo, 1.4 Liter",27 City / 37 Hwy,Orange,Black,"Automatic, 6-Spd",4 Door Sedan,2,"$9,990","58,310 miles"
20,2018 LINCOLN,MKC,Reserve Sport Utility 4D,"4-Cyl, EcoBoost, 2.0T",19 City / 25 Hwy,Silver,Ebony Prem Leather Trimmed,"Auto, 6-Spd SelectShift",4 Door SUV,1,"$23,990","60,791 miles"
21,2014 CADILLAC,ATS,2.0L Turbo Standard Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",20 City / 29 Hwy,Blue,Black,"Automatic, 6-Spd",4 Door Sedan,2,"$18,990","38,778 miles"
22,2018 AUDI,Q3,Sport Premium Plus Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",20 City / 28 Hwy,Blue,Black,"Auto, 6-Spd W/Tiptronic",4 Door SUV,2,"$28,590","20,430 miles"
23,2018 SUBARU,CROSSTREK,2.0i Sport Utility 4D,"4-Cyl, PZEV, 2.0 Liter",27 City / 33 Hwy,Gray,Black,"Auto, CVT W/Lineartronic",4 Door SUV,2,"$19,590","31,833 miles"
24,2013 VOLKSWAGEN,JETTA SPORTWAGEN,2.0L TDI Sport Wagon 4D,"4-Cyl, Turbo Diesel, 2.0 Liter",29 City / 37 Hwy,Blue,Beige,Auto 6-Spd DSG Tptrnc Spt,4 Door Wagon,2,"$13,990","50,339 miles"
25,2016 HYUNDAI,VELOSTER,Turbo Coupe 3D,"4-Cyl, Turbo, 1.6 Liter",27 City / 33 Hwy,Orange,Black,"Auto, 7-Spd EcoShft DCT",3 Door Coupe,2,"$14,990","58,624 miles"
26,2017 AUDI,A4,Prestige Sedan 4D ,"4-Cyl, Turbo, 2.0 Liter",24 City / 31 Hwy,Brown,Beige,"Auto, 7-Spd S Tronic",4 Door Sedan,2,"$30,590"," 13,710 miles"
27,2018 VOLKSWAGEN,BEETLE,2.0T SE Convertible 2D,"4-Cyl, Turbo, 2.0 Liter",26 City / 33 Hwy,Red,Beige,Automatic. 6-Spd W/Tiptronic & Sport Mode,2 Door Convertible,2,"$24,990","20,472 miles"
28,2017 NISSAN,ROGUE SPORT,SV Sport Utility 4D,"4-Cyl, 2.0 Liter",24 City / 30 Hwy,White,Charcoal,"Auto, CVT Xtronic",4 Door SUV,1,"$17,590","19,145 miles"
29,2012 CADILLAC,SRX,Sport Utility 4D,"V6, Flex Fuel, 3.6 Liter",16 City / 23 Hwy,Brown,Black,"Auto, 6-Spd W/TAPshift",4 Door SUV,2,"$14,990","78,377 miles"
30,2014 MINI,HARDTOP,Cooper S Hatchback 2D,"4-Cyl, Turbo, 2.0 Liter",27 City / 38 Hwy,White,Black,"Automatic, 6-Spd",2 Door Hatchback,1,"$17,990","24,510 miles"
31,2015 LINCOLN,MKC,Sport Utility 4D,"4-Cyl, EcoBoost, 2.0T",19 City / 26 Hwy,Silver,Ebony Prem Leather Trimmed,"Auto, 6-Spd SelShft",4 Door SUV,2,"$17,990","63,743 miles"
32,2017 CADILLAC,CTS,2.0 Luxury Sedan 4D ,"4-Cyl, Turbo, 2.0 Liter",22 City / 30 Hwy,Black,Jet Black With Jet Black Accents,"Automatic, 8-Spd",4 Door Sedan,2,"$21,990"," 67,162 miles"
33,2014 HYUNDAI,ELANTRA,Limited Sedan 4D,"4-Cyl, 1.8 Liter",27 City / 37 Hwy,White,Black,"Auto, 6-Spd Shiftronic",4 Door Sedan,1,"$11,590","92,789 miles"
34,2017 LINCOLN,MKC,Reserve Sport Utility 4D ,"4-Cyl, EcoBoost, 2.0T",19 City / 25 Hwy,Blue,Ebony Prem Leather Trimmed,"Auto, 6-Spd SelectShift",4 Door SUV,1,"$20,590"," 51,101 miles"
35,2018 CHEVROLET,EQUINOX,LT Sport Utility 4D ,"4-Cyl, Turbo, 1.5 Liter",24 City / 30 Hwy,White,Jet Black,"Automatic, 6-Spd W/Overdrive",4 Door SUV,1,"$16,990"," 38,606 miles"
36,2017 FIAT,500X,Trekking Sport Utility 4D,"4-Cyl, MultiAir, 2.4L",21 City / 29 Hwy,Gray,Black,"Automatic, 9-Spd",4 Door SUV,2,"$15,990","24,692 miles"
37,2017 CHEVROLET,TRAX,LT Sport Utility 4D,"4-Cyl, ECOTEC Turbo, 1.4L",25 City / 33 Hwy,Silver,Jet Black,"Automatic, 6-Spd",4 Door SUV,2,"$13,590","22,818 miles"
38,2017 NISSAN,SENTRA,SV Sedan 4D,"4-Cyl, 1.8 Liter",27 City / 37 Hwy,Blue,Charcoal,"Auto, CVT W/Xtronic",4 Door Sedan,1,"$12,590","51,912 miles"
39,2017 FORD,EXPLORER,XLT Sport Utility 4D ,"V6, Flex Fuel, 3.5L",17 City / 24 Hwy,Red,Ebony Black Cloth Seats,"Auto, 6-Spd SelectShift",4 Door SUV,2,"$23,990"," 43,050 miles"
40,2017 FORD,EXPEDITION,Limited Sport Utility 4D ,"V6, EcoBoost, TT, 3.5L",15 City / 20 Hwy,Black,Ebony Leather Blacket Seats,"Auto, 6-Spd SelectShift",4 Door SUV,1,"$29,990"," 73,540 miles"
41,2017 DODGE,JOURNEY,SE Sport Utility 4D,"4-Cyl, 2.4 Liter",19 City / 25 Hwy,Green,Black Interior Color,"Auto, 4-Spd AutoStick",4 Door SUV,1,"$14,590","11,618 miles"
42,2017 NISSAN,SENTRA,SV Sedan 4D,"4-Cyl, 1.8 Liter",27 City / 37 Hwy,Blue,Black,"Auto, CVT W/Xtronic",4 Door Sedan,1,"$11,990","31,501 miles"
43,2014 BMW,4 SERIES,428i Coupe 2D ,"4-Cyl, SULEV, 2.0T",23 City / 35 Hwy,Blue,Beige,"Automatic, 8-Spd Sport",2 Door Coupe,1,"$19,990"," 45,400 miles"
44,2014 FORD,FUSION,SE Sedan 4D,4-Cyl EcoBoost Turbo 2.0L,22 City / 33 Hwy,Silver,Charcoal Blk Cloth Seats,"Automatic, 6-Spd",4 Door Sedan,1,"$11,590","101,048 miles"
45,2012 HONDA,CR-V,LX Sport Utility 4D,"4-Cyl, I-VTEC, 2.4 Liter",22 City / 30 Hwy,Brown,Black,"Automatic, 5-Spd",4 Door SUV,2,"$12,590","97,461 miles"
46,2017 GMC,ACADIA LIMITED,Sport Utility 4D,"V6, 3.6 Liter",15 City / 22 Hwy,Gray,Light Titanium,"Automatic, 6-Spd",4 Door SUV,2,"$24,990","56,082 miles"
47,2017 BMW,3 SERIES,320i Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",23 City / 35 Hwy,Silver,Black,"Auto, 8-Spd Steptronic",4 Door Sedan,1,"$20,990","40,369 miles"
48,2017 DODGE,CHALLENGER,SXT Coupe 2D,"V6, 3.6 Liter",19 City / 30 Hwy,Gray,Black Interior Color,"Automatic, 8-Spd",2 Door Coupe,1,"$22,990","24,615 miles"
49,2012 BMW,3 SERIES,328i Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",23 City / 33 Hwy,Gray,Off White,"Auto, 8-Spd Steptronic",4 Door Sedan,2,"$14,590","85,997 miles"
50,2016 CHEVROLET,COLORADO CREW CAB,Z71 Pickup 4D 5 ft ,"V6, VVT, 3.6 Liter",17 City / 24 Hwy,Red,Jet Black,"Automatic, 6-Spd",4 Door Truck,1,"$29,990"," 30,657 miles"
51,2016 HYUNDAI,VELOSTER,Turbo Coupe 3D,"4-Cyl, Turbo, 1.6 Liter",27 City / 33 Hwy,Blue,Black,"Auto, 7-Spd EcoShft DCT",3 Door Coupe,2,"$16,990","30,027 miles"
52,2017 BMW,X1,xDrive28i Sport Utility 4D,"4-Cyl, Twin Turbo, 2.0L",22 City / 31 Hwy,Black,Black,"Auto, 8-Spd Sport",4 Door SUV,1,"$27,990","24,331 miles"
53,2018 HONDA,ODYSSEY,EX-L Minivan 4D,"V6, I-VTEC, 3.5 Liter",19 City / 28 Hwy,Black,Black,"Automatic, 9-Spd",4 Door Minivan,2,"$28,990","36,437 miles"
54,2017 LINCOLN,MKZ,Select Sedan 4D,"4-Cyl, EcoBoost, 2.0L",21 City / 31 Hwy,Black,Ebony Leather,"Auto, 6-Spd SelectShift",4 Door Sedan,2,"$20,990","35,485 miles"
55,2018 CHEVROLET,SILVERADO 1500 DOUBLE CAB,LT Pickup 4D 6 1/2 ft,"V8, EcoTec3, 5.3 Liter",16 City / 22 Hwy,Brown,Jet Black,"Auto, 6-Spd HD Overdrive",4 Door Truck,2,"$31,990","39,240 miles"
56,2016 BMW,X1,xDrive28i Sport Utility 4D,"4-Cyl, Twin Turbo, 2.0L",22 City / 32 Hwy,Blue,Beige,"Auto, 8-Spd Sport",4 Door SUV,1,"$24,590","30,361 miles"
57,2017 LINCOLN,MKX,Select Sport Utility 4D,"V6, 3.7 Liter",16 City / 23 Hwy,Gray,Cappuccino Luxury Lthr Trim,"Auto, 6-Spd SelShft",4 Door SUV,2,"$24,990","33,327 miles"
58,2017 GMC,ACADIA,SLT-1 Sport Utility 4D ,"V6, 3.6 Liter",18 City / 25 Hwy,Silver,Jet Black,"Automatic, 6-Spd",4 Door SUV,1,"$25,990"," 23,972 miles"
59,2017 LINCOLN,MKC,Reserve Sport Utility 4D ,"4-Cyl, EcoBoost, 2.0T",19 City / 25 Hwy,Burgundy,Ebony Prem Leather Trimmed,"Auto, 6-Spd SelectShift",4 Door SUV,2,"$21,990"," 38,537 miles"
60,2013 JEEP,PATRIOT,Latitude Sport Utility 4D,"4-Cyl, 2.4 Liter",20 City / 23 Hwy,White,Dk. Gray,"Automatic, CVT",4 Door SUV,2,"$13,990","63,282 miles"
61,2017 RAM,1500 QUAD CAB,Express Pickup 4D 6 1/3 ft,"V8, HEMI, 5.7 Liter",15 City / 21 Hwy,Gray,Black / Diesel Gray Interior Colors,"Automatic, 8-Spd",4 Door Truck,2,"$30,990","15,379 miles"
62,2016 BUICK,VERANO,Sport Touring Sedan 4D,"4-Cyl, ECOTEC, 2.4L",21 City / 32 Hwy,Blue,Gray,"Auto, 6-Spd W/Shft Ctrl",4 Door Sedan,2,"$14,990","38,539 miles"
63,2017 MINI,HARDTOP 2 DOOR,Cooper S Hatchback 2D ,"4-Cyl, Turbo, 2.0 Liter",23 City / 32 Hwy,Green,Black,"Manual, 6-Spd",2 Door Hatchback,2,"$18,990"," 21,968 miles"
64,2017 CHEVROLET,SILVERADO 1500 DOUBLE CAB,LT Pickup 4D 6 1/2 ft,"V6, EcoTec3, FF, 4.3L",17 City / 22 Hwy,White,Jet Black,"Auto, 6-Spd HD Overdrive",4 Door Truck,2,"$29,990","38,948 miles"
65,2017 HONDA,HR-V,EX Sport Utility 4D,"4-Cyl, I-VTEC, 1.8 Liter",27 City / 31 Hwy,Green,Black,"Auto, CVT W/Sport Mode",4 Door SUV,2,"$17,590","29,170 miles"
66,2017 MAZDA,MX-5 MIATA RF,Grand Touring Convertible 2D,"4-Cyl, 2.0 Liter",26 City / 33 Hwy,White,Black / Ceramic,"Manual, 6-Spd SKYACTIV-MT",2 Door Convertible,2,"$24,990","26,625 miles"
67,2018 CADILLAC,XT5,Luxury Sport Utility 4D ,"V6, 3.6 Liter",19 City / 26 Hwy,White,Sahara Beige,"Automatic, 8-Spd",4 Door SUV,2,"$26,590"," 42,686 miles"
68,2012 NISSAN,370Z,Coupe 2D,"V6, 3.7 Liter",19 City / 26 Hwy,Gray,Black,"Auto, 7-Spd Manual Mode",2 Door Coupe,2,"$21,990","33,000 miles"
69,2019 HYUNDAI,SANTA FE,2.4 SE Sport Utility 4D,"4-Cyl, GDI, 2.4 Liter",21 City / 27 Hwy,Gray,Other,"Automatic, 8-Spd W/Shiftronic",4 Door SUV,1,"$20,990","37,464 miles"
70,2013 HYUNDAI,SANTA FE SPORT,2.0T Sport Utility 4D,"4-Cyl, Turbo, GDI, 2.0L",19 City / 24 Hwy,Silver,Gray,"Auto, 6-Spd W/Shftrnc",4 Door SUV,2,"$14,990","67,623 miles"
71,2015 BMW,4 SERIES,428i Gran Coupe xDrive 4D,"4-Cyl, Turbo, 2.0 Liter",22 City / 32 Hwy,White,Black,"Auto, 8-Spd Sport",4 Door Coupe,2,"$20,990","66,192 miles"
72,2018 KIA,FORTE,LX Sedan 4D,"4-Cyl, 2.0 Liter",29 City / 37 Hwy,Burgundy,Black,"Automatic, 6-Spd W/Sportmatic",4 Door Sedan,2,"$13,590","42,686 miles"
73,2018 GMC,SIERRA 1500 DOUBLE CAB,Pickup 4D 6 1/2 ft,"V8, EcoTec3, 5.3 Liter",16 City / 22 Hwy,Black,Dark Ash Seats With Jet Black Interior Accents,"Automatic, 6-Spd HD W/Overdrive",4 Door Truck,2,"$32,590","21,430 miles"
74,2014 AUDI,A4,Premium Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",20 City / 29 Hwy,White,Black,"Auto, 8-Spd Tiptronic",4 Door Sedan,2,"$17,990","48,840 miles"
